"Deposit Date","Pickupt Code","Deposit Slip No","Collection Bank",Location,"Deposit Amount"
07-05-2024,99024,3025294,IDFC,CHANDICORR,335500.00
07-05-2024,99026,3025567,IDFC,CHANDICORR,38500.00
07-05-2024,99032,9903200750,IDFC,DELHICASH,27000.00
07-05-2024,99023,9902300762,IDFC,DELHICASH,304200.00
07-05-2024,99009,9900900753,IDFC,DELHICASH,111800.00
07-05-2024,99009,9900900751,IDFC,DELHICASH,506750.00
07-05-2024,99009,9900900752,IDFC,DELHICASH,836350.00
07-05-2024,99008,3312505,IDFC,MUMBAICASH,468900.00
07-05-2024,5724,3025024,IDFC,CHANDIGARH,82000.00
07-05-2024,59716,Y6128636,IDFC,BHATINDA,23230.00
07-05-2024,MADGAR,6030126871,"ICICI Cash",JAIPUR,10833.00
07-05-2024,MADGAR,6027932458,"ICICI Cash",KURNOOL,3180.00
07-05-2024,99159,6030073536,"ICICI Cash",DELHI,25500.00
07-05-2024,59586,6029407147,"ICICI Cash","AMBALA CANTT BRANCH",6980.00
07-05-2024,59588,6029552435,"ICICI Cash",BARNALA,2000.00
07-05-2024,55736,6027602086,"ICICI Cash",BHATINDA,5050.00
07-05-2024,62766,6689900570,"ICICI Cash",CHENNAI,2560.00
07-05-2024,65960,6596000004,"ICICI Cash","FATEHPUR BRANCH - 212601",48920.00
07-05-2024,99158,9915800753,"ICICI Cash",DELHI,76500.00
07-05-2024,99133,0080342656,"ICICI Cash",LUCKNOW,.00
07-05-2024,99133,0080342656,"ICICI Cash",LUCKNOW,77500.00
07-05-2024,99123,6030266925,"ICICI Cash",DELHI,25500.00
07-05-2024,85986,8598600002,"ICICI Cash",HISSAR,18740.00
07-05-2024,35834,6025507438,"ICICI Cash","ANGAMALY 683572",5300.00
07-05-2024,99164,9916400625,"AXIS Cash","CASH CORR LOCATION",276900.00
07-05-2024,99206,79923823,"AXIS Cash",BANGALORE,45500.00
07-05-2024,99205,99205,"AXIS Cash",CHANDIGARH,60500.00
07-05-2024,99205,9920500200,"AXIS Cash",CHANDIGARH,62000.00
07-05-2024,99204,9920400360,"AXIS Cash","NEW DELHI",28200.00
07-05-2024,88456,6162636,"AXIS Cash","CASH CORR LOCATION",1000.00
07-05-2024,91516,9151600500,"AXIS Cash",KOLKATA,59300.00
07-05-2024,99117,9911700753,"AXIS Cash","NEW DELHI",116250.00
07-05-2024,99119,9911900747,"AXIS Cash","NEW DELHI",10500.00
07-05-2024,99118,9911800741,"AXIS Cash","CASH CORR LOCATION",35700.00
07-05-2024,99122,62261856,"AXIS Cash","NEW DELHI",61250.00
07-05-2024,99120,9912000704,"AXIS Cash","NEW DELHI",26000.00
07-05-2024,99134,2500557,"AXIS Cash",MUMBAI,6500.00
07-05-2024,99143,9917300180,"AXIS Cash",PUNE,32400.00
07-05-2024,99160,80452279,"AXIS Cash",MUMBAI,136200.00
07-05-2024,87636,8763600282,"AXIS Cash","NEW DELHI",4250.00
07-05-2024,85491,62291461,"AXIS Cash",BANGALORE,16730.00
07-05-2024,57890,609836769,"AXIS Cash",GORAKHPUR,8640.00
07-05-2024,57883,5788300281,"AXIS Cash","DURGAPUR (WEST BENGAL)",2877.00
07-05-2024,57839,58147209,"AXIS Cash",SIKAR,30340.00
07-05-2024,57815,5781500351,"AXIS Cash",JAIPUR,4600.00
07-05-2024,57784,8773052,"AXIS Cash",ROORKEE,3536.00
07-05-2024,57787,5778700324,"AXIS Cash",KOLKATA,4363.00
07-05-2024,57681,80082101,"AXIS Cash",AURANGABAD,16728.00
07-05-2024,57653,5765300296,"AXIS Cash",JAIPUR,3450.00
07-05-2024,57749,74315789,"AXIS Cash",CHANDIGARH,2630.00
07-05-2024,57754,57754,"AXIS Cash","PURNIA / PURNEA",6000.00
07-05-2024,57774,74741245,"AXIS Cash",ROHTAK,16000.00
07-05-2024,57625,5762500357,"AXIS Cash",AJMER,4112.00
07-05-2024,57551,5755100365,"AXIS Cash",LUCKNOW,1600.00
07-05-2024,57536,79571617,"AXIS Cash",HAPUR,20624.00
07-05-2024,57543,5754300341,"AXIS Cash","NEW DELHI",40.00
07-05-2024,57528,96153079,"AXIS Cash","KOTA - RAJASTHAN",1520.00
07-05-2024,57505,74966677,"AXIS Cash",BANGALORE,11000.00
07-05-2024,57508,74849039,"AXIS Cash",INDORE,4700.00
07-05-2024,57299,73742478,"AXIS Cash",KANPUR,4900.00
07-05-2024,57292,5729200129,"AXIS Cash","NEW DELHI",4000.00
07-05-2024,57263,80376557,"AXIS Cash",RANCHI,2100.00
07-05-2024,57194,5719400396,"AXIS Cash",LUCKNOW,5000.00
07-05-2024,57198,61006308,"AXIS Cash",HYDERABAD,1800.00
07-05-2024,57197,5719700193,"AXIS Cash",PATNA,5500.00
07-05-2024,57200,5720000180,"AXIS Cash",LUCKNOW,7400.00
07-05-2024,57217,5721700337,"AXIS Cash","NEW DELHI",1600.00
07-05-2024,57192,5719200246,"AXIS Cash",MUMBAI,1060.00
07-05-2024,57189,5718900656,"AXIS Cash",HYDERABAD,2113.00
07-05-2024,57187,62551344,"AXIS Cash",BANGALORE,2500.00
07-05-2024,57185,5718500656,"AXIS Cash",PUNE,1690.00
07-05-2024,57168,5716800394,"AXIS Cash","NEW DELHI",11575.00
07-05-2024,57165,5716500239,"AXIS Cash",REWA,5300.00
07-05-2024,57164,5716400415,"AXIS Cash","CASH CORR LOCATION",4941.00
07-05-2024,57162,752110,"AXIS Cash","CASH CORR LOCATION",2330.00
07-05-2024,57160,5716000324,"AXIS Cash",COIMBATORE,1350.00
07-05-2024,57157,42232340,"AXIS Cash","CASH CORR LOCATION",8050.00
07-05-2024,57159,48473802,"AXIS Cash",BANGALORE,3795.00
07-05-2024,57155,5500493,"AXIS Cash",MUMBAI,2400.00
07-05-2024,57156,62126692,"AXIS Cash",CHENNAI,8181.00
07-05-2024,57153,7452906,"AXIS Cash","CASH CORR LOCATION",4231.00
07-05-2024,57152,73874022,"AXIS Cash","CASH CORR LOCATION",414.00
07-05-2024,57150,571500213,"AXIS Cash",TRIVANDRUM,2505.00
07-05-2024,57147,60451066,"AXIS Cash",BHUBANESHWAR,12000.00
07-05-2024,57146,41426319,"AXIS Cash",MANGALORE,3945.00
07-05-2024,57143,61531024,"AXIS Cash",TIRUPATHI,27681.00
07-05-2024,57139,5713900549,"AXIS Cash","CASH CORR LOCATION",4544.00
07-05-2024,57130,95530608,"AXIS Cash","CASH CORR LOCATION",15410.00
07-05-2024,57129,5712900612,"AXIS Cash",BANGALORE,15950.00
07-05-2024,57128,5712800575,"AXIS Cash",MUMBAI,5072.00
07-05-2024,57116,3306171,"AXIS Cash","KOCHI / ERNAKULAM",14500.00
07-05-2024,57115,58758953,"AXIS Cash",HYDERABAD,800.00
07-05-2024,57114,5875711,"AXIS Cash",HYDERABAD,4170.00
07-05-2024,57127,80375320,"AXIS Cash",JAMSHEDPUR,3050.00
07-05-2024,57126,40960556,"AXIS Cash","CASH CORR LOCATION",11163.00
07-05-2024,57111,5711100669,"AXIS Cash",CHENNAI,40.00
07-05-2024,57108,79162447,"AXIS Cash",MYSORE,13280.00
07-05-2024,57100,5710000700,"AXIS Cash",CHENNAI,669.00
07-05-2024,57100,5710000699,"AXIS Cash",CHENNAI,13230.00
07-05-2024,57065,74459808,"AXIS Cash",RANCHI,7210.00
07-05-2024,15946,1594600002,"AXIS Cash","NAWADA NWD BH",1800.00
07-05-2024,15946,1594600001,"AXIS Cash","NAWADA NWD BH",13900.00
07-05-2024,57064,74459779,"AXIS Cash",RANCHI,2520.00
07-05-2024,55572,6264313,"AXIS Cash","CASH CORR LOCATION",3700.00
07-05-2024,51534,9615799,"AXIS Cash","CASH CORR LOCATION",1080.00
07-05-2024,41106,59277980,"AXIS Cash",SULTANPUR-228001,1251.00
06-05-2024,51534,9615798,"AXIS Cash","CASH CORR LOCATION",29970.00
06-05-2024,55572,62468312,"AXIS Cash","CASH CORR LOCATION",21300.00
06-05-2024,57064,74459778,"AXIS Cash",RANCHI,11800.00
06-05-2024,57065,74459807,"AXIS Cash",RANCHI,440.00
06-05-2024,57100,5710000697,"AXIS Cash",CHENNAI,2255.00
06-05-2024,57100,510000694,"AXIS Cash",CHENNAI,14781.00
06-05-2024,57108,79162446,"AXIS Cash",MYSORE,27300.00
06-05-2024,57111,5711100668,"AXIS Cash",CHENNAI,1860.00
06-05-2024,57111,571110066,"AXIS Cash",CHENNAI,2515.00
06-05-2024,57110,5711000582,"AXIS Cash",BAREILLY,6580.00
06-05-2024,57109,5710900351,"AXIS Cash",CHENNAI,2800.00
06-05-2024,57126,40960555,"AXIS Cash","CASH CORR LOCATION",14350.00
06-05-2024,57127,80375319,"AXIS Cash",JAMSHEDPUR,20820.00
06-05-2024,57124,60267529,"AXIS Cash",GUWAHATI,2600.00
06-05-2024,57114,58757710,"AXIS Cash",HYDERABAD,710.00
06-05-2024,57115,58758952,"AXIS Cash",HYDERABAD,48040.00
06-05-2024,57116,3306170,"AXIS Cash","KOCHI / ERNAKULAM",10000.00
06-05-2024,57128,5712800574,"AXIS Cash",MUMBAI,7125.00
06-05-2024,57129,5712900611,"AXIS Cash",BANGALORE,10743.00
06-05-2024,57130,95530607,"AXIS Cash","CASH CORR LOCATION",8800.00
06-05-2024,57131,95147351,"AXIS Cash","CASH CORR LOCATION",8700.00
06-05-2024,57134,58996921,"AXIS Cash",BANGALORE,11800.00
06-05-2024,57133,5713300665,"AXIS Cash",NASHIK,1190.00
06-05-2024,57133,5713300666,"AXIS Cash",NASHIK,4383.00
06-05-2024,57139,5713900548,"AXIS Cash","CASH CORR LOCATION",5131.00
06-05-2024,57143,61531023,"AXIS Cash",TIRUPATHI,7281.00
06-05-2024,57137,5713700464,"AXIS Cash",HYDERABAD,2136.00
06-05-2024,57137,5713700465,"AXIS Cash",HYDERABAD,3215.00
06-05-2024,57146,41426318,"AXIS Cash",MANGALORE,8670.00
06-05-2024,57147,60451065,"AXIS Cash",BHUBANESHWAR,22500.00
06-05-2024,57152,73874021,"AXIS Cash","CASH CORR LOCATION",3888.00
06-05-2024,57153,7452905,"AXIS Cash","CASH CORR LOCATION",11320.00
06-05-2024,57154,5715400479,"AXIS Cash",PUNE,12000.00
06-05-2024,57156,62126691,"AXIS Cash",CHENNAI,20981.00
06-05-2024,57155,5715500492,"AXIS Cash",MUMBAI,12650.00
06-05-2024,57157,42232339,"AXIS Cash","CASH CORR LOCATION",11360.00
06-05-2024,57159,48473801,"AXIS Cash",BANGALORE,22500.00
06-05-2024,57160,5716000323,"AXIS Cash",COIMBATORE,12125.00
06-05-2024,57161,5716100617,"AXIS Cash","CASH CORR LOCATION",3250.00
06-05-2024,57161,5716100618,"AXIS Cash","CASH CORR LOCATION",38500.00
06-05-2024,57162,752109,"AXIS Cash","CASH CORR LOCATION",8590.00
06-05-2024,57163,5716300402,"AXIS Cash","CASH CORR LOCATION",9750.00
06-05-2024,57164,5716400414,"AXIS Cash","CASH CORR LOCATION",17455.00
06-05-2024,57165,5716500238,"AXIS Cash",REWA,9600.00
06-05-2024,57166,80311427,"AXIS Cash",BANGALORE,1050.00
06-05-2024,57167,5716700685,"AXIS Cash",AHMEDABAD,4500.00
06-05-2024,57167,5716800686,"AXIS Cash",AHMEDABAD,7200.00
06-05-2024,57168,5716800393,"AXIS Cash","NEW DELHI",5870.00
06-05-2024,57174,677317,"AXIS Cash",BANGALORE,1560.00
06-05-2024,57180,5718000644,"AXIS Cash","CASH CORR LOCATION",16619.00
06-05-2024,57185,571850065,"AXIS Cash",PUNE,16720.00
06-05-2024,57184,5718400639,"AXIS Cash",CALICUT,14020.00
06-05-2024,57183,58948944,"AXIS Cash","CASH CORR LOCATION",1300.00
06-05-2024,57187,62551343,"AXIS Cash",BANGALORE,5100.00
06-05-2024,57188,5718800472,"AXIS Cash",PUNE,2780.00
06-05-2024,57188,5718800471,"AXIS Cash",PUNE,2850.00
06-05-2024,57189,5718900654,"AXIS Cash",HYDERABAD,2857.00
06-05-2024,57189,5718900655,"AXIS Cash",HYDERABAD,8405.00
06-05-2024,57192,5719200245,"AXIS Cash",MUMBAI,1350.00
06-05-2024,57193,5719300328,"AXIS Cash",TRIVANDRUM,3729.00
06-05-2024,57190,5719000371,"AXIS Cash",SURAT,37773.00
06-05-2024,57191,5719100186,"AXIS Cash",AHMEDABAD,22052.00
06-05-2024,57217,5721700336,"AXIS Cash","NEW DELHI",12600.00
06-05-2024,57220,73960239,"AXIS Cash",BHOPAL,1100.00
06-05-2024,57200,5720000179,"AXIS Cash",LUCKNOW,16000.00
06-05-2024,57199,5719900625,"AXIS Cash",MYSORE,1146.00
06-05-2024,57199,5719900626,"AXIS Cash",MYSORE,22182.00
06-05-2024,57198,61006307,"AXIS Cash",HYDERABAD,3550.00
06-05-2024,57194,5719400395,"AXIS Cash",LUCKNOW,19800.00
06-05-2024,57263,80376556,"AXIS Cash",RANCHI,7460.00
06-05-2024,57267,9182064,"AXIS Cash",HUBLI,8440.00
06-05-2024,57279,5727900333,"AXIS Cash","NEW DELHI",7320.00
06-05-2024,57280,5728000339,"AXIS Cash",INDORE,5700.00
06-05-2024,57292,5729200128,"AXIS Cash","NEW DELHI",11500.00
06-05-2024,57291,79936908,"AXIS Cash",RAJKOT,26500.00
06-05-2024,57299,73742477,"AXIS Cash",KANPUR,21255.00
06-05-2024,57508,74849038,"AXIS Cash",INDORE,5300.00
06-05-2024,57505,74966676,"AXIS Cash",BANGALORE,2020.00
06-05-2024,57513,96141273,"AXIS Cash","KOTA - RAJASTHAN",15200.00
06-05-2024,57509,74849097,"AXIS Cash",INDORE,1940.00
06-05-2024,57528,96153078,"AXIS Cash","KOTA - RAJASTHAN",10834.00
06-05-2024,57531,18444477,"AXIS Cash",CHANDIGARH,7391.00
06-05-2024,57543,5754300340,"AXIS Cash","NEW DELHI",6700.00
06-05-2024,57551,5755100364,"AXIS Cash",LUCKNOW,1500.00
06-05-2024,57611,5761100243,"AXIS Cash",AHMEDABAD,17476.00
06-05-2024,57609,79932229,"AXIS Cash",BANGALORE,550.00
06-05-2024,57625,5762500356,"AXIS Cash",AJMER,16700.00
06-05-2024,57621,5762100284,"AXIS Cash",AHMEDABAD,11529.00
06-05-2024,57638,5763800295,"AXIS Cash",RAJKOT,14357.00
06-05-2024,57761,5776100328,"AXIS Cash",NAVSARI,15328.00
06-05-2024,57754,32040504,"AXIS Cash","PURNIA / PURNEA",10000.00
06-05-2024,57749,74315788,"AXIS Cash",CHANDIGARH,3580.00
06-05-2024,57653,5765300295,"AXIS Cash",JAIPUR,3370.00
06-05-2024,57681,80082073,"AXIS Cash",AURANGABAD,16410.00
06-05-2024,57724,1150082,"AXIS Cash",GUWAHATI,1724.00
06-05-2024,57748,5774800229,"AXIS Cash",UDAIPUR,1469.00
06-05-2024,57787,5778700322,"AXIS Cash",KOLKATA,2000.00
06-05-2024,57787,5778700323,"AXIS Cash",KOLKATA,8703.00
06-05-2024,57791,5779100277,"AXIS Cash",BANGALORE,1800.00
06-05-2024,57791,5779100276,"AXIS Cash",BANGALORE,21110.00
06-05-2024,57784,8773051,"AXIS Cash",ROORKEE,11000.00
06-05-2024,57792,806052024,"AXIS Cash",AHMEDABAD,5090.00
06-05-2024,57845,5784500176,"AXIS Cash",MUMBAI,9850.00
06-05-2024,57840,79625408,"AXIS Cash",NIZAMABAD,6165.00
06-05-2024,57847,80179377,"AXIS Cash",PANAJI,4270.00
06-05-2024,57832,49476521,"AXIS Cash",KAKINADA,2318.00
06-05-2024,57816,62506912,"AXIS Cash",BANGALORE,19820.00
06-05-2024,57833,40490776,"AXIS Cash",SRIGANGANAGAR,10400.00
06-05-2024,57883,5788300279,"AXIS Cash","DURGAPUR (WEST BENGAL)",7502.00
06-05-2024,57883,5788300280,"AXIS Cash","DURGAPUR (WEST BENGAL)",7653.00
06-05-2024,57867,5786700160,"AXIS Cash",HYDERABAD,8032.00
06-05-2024,57890,60983800,"AXIS Cash",GORAKHPUR,27900.00
06-05-2024,57899,79716796,"AXIS Cash",AHMEDABAD,22090.00
06-05-2024,59176,5917600420,"AXIS Cash",AMBALA,6750.00
06-05-2024,59176,5917600421,"AXIS Cash",AMBALA,7000.00
06-05-2024,59176,5917600422,"AXIS Cash",AMBALA,24290.00
06-05-2024,59176,5917600423,"AXIS Cash",AMBALA,37800.00
06-05-2024,85491,62291460,"AXIS Cash",BANGALORE,68200.00
06-05-2024,65583,8558300186,"AXIS Cash",VIJAYAWADA,6300.00
06-05-2024,87636,8763600281,"AXIS Cash","NEW DELHI",2920.00
06-05-2024,87652,8765200401,"AXIS Cash",AMBALA,12700.00
06-05-2024,87301,61609389,"AXIS Cash",CHANDIGARH,4600.00
06-05-2024,99160,80452278,"AXIS Cash",MUMBAI,176500.00
06-05-2024,99143,9914300179,"AXIS Cash",PUNE,323220.00
06-05-2024,99134,2500556,"AXIS Cash",MUMBAI,10500.00
06-05-2024,99120,9912000703,"AXIS Cash","NEW DELHI",163500.00
06-05-2024,99122,62261855,"AXIS Cash","NEW DELHI",58500.00
06-05-2024,99118,9911800740,"AXIS Cash","CASH CORR LOCATION",33000.00
06-05-2024,99118,9911800739,"AXIS Cash","CASH CORR LOCATION",38500.00
06-05-2024,99119,9911900746,"AXIS Cash","NEW DELHI",61500.00
06-05-2024,99119,9911900745,"AXIS Cash","NEW DELHI",84500.00
06-05-2024,99117,9911700752,"AXIS Cash","NEW DELHI",163000.00
06-05-2024,99117,9911700751,"AXIS Cash","NEW DELHI",223250.00
06-05-2024,91516,9151600499,"AXIS Cash",KOLKATA,36870.00
06-05-2024,91516,9151600498,"AXIS Cash",KOLKATA,146000.00
06-05-2024,88456,6162635,"AXIS Cash","CASH CORR LOCATION",29700.00
06-05-2024,9000328,6985200679,"AXIS Cash",JABALPUR,7000.00
06-05-2024,99204,9920400359,"AXIS Cash","NEW DELHI",72350.00
06-05-2024,99204,9920400358,"AXIS Cash","NEW DELHI",118200.00
06-05-2024,99206,79923822,"AXIS Cash",BANGALORE,95250.00
06-05-2024,99164,9916400623,"AXIS Cash","CASH CORR LOCATION",102300.00
06-05-2024,99164,9916400624,"AXIS Cash","CASH CORR LOCATION",313710.00
06-05-2024,99201,9920100361,"AXIS Cash",AHMEDABAD,251510.00
06-05-2024,59716,Y6128655,IDFC,BHATINDA,74470.00
06-05-2024,5724,3025023,IDFC,CHANDIGARH,138600.00
06-05-2024,99008,3312504,IDFC,MUMBAICASH,602375.00
06-05-2024,99020,3532430,IDFC,BANGLCASH,33000.00
06-05-2024,99023,9902300761,IDFC,DELHICASH,236600.00
06-05-2024,99023,9902300760,IDFC,DELHICASH,304200.00
06-05-2024,99032,9903200749,IDFC,DELHICASH,153000.00
06-05-2024,99032,9903200748,IDFC,DELHICASH,166500.00
06-05-2024,99026,3025565,IDFC,CHANDICORR,111500.00
06-05-2024,99024,3025293,IDFC,CHANDICORR,1420250.00
06-05-2024,99125,9912500705,IDFC,DELHICASH,68750.00
06-05-2024,99125,9912500704,IDFC,DELHICASH,107750.00
06-05-2024,99110,9911000692,IDFC,DELHICASH,15000.00
06-05-2024,99110,9911000691,IDFC,DELHICASH,20500.00
06-05-2024,99115,9911500696,IDFC,DELHICASH,235500.00
06-05-2024,99115,9911500695,IDFC,DELHICASH,245500.00
06-05-2024,99124,9912400754,IDFC,DELHICASH,171800.00
06-05-2024,99124,9912400753,IDFC,DELHICASH,426350.00
06-05-2024,99035,Y9487293,IDFC,KOLCASH,841500.00
06-05-2024,99036,3526066,IDFC,MUMBAICASH,11500.00
06-05-2024,99043,3508035,IDFC,BANGLCASH,220100.00
06-05-2024,99100,3646013,IDFC,HYDCASH,369400.00
06-05-2024,99103,3621168,IDFC,CHENCASH,46650.00
06-05-2024,99102,1662188,IDFC,CHENCASH,54000.00
06-05-2024,99101,9910100708,IDFC,DELHICASH,58500.00
06-05-2024,99101,9910100707,IDFC,DELHICASH,114310.00
04-05-2024,99101,9910100706,IDFC,DELHICASH,20500.00
04-05-2024,99102,1662187,IDFC,CHENCASH,35200.00
04-05-2024,99100,3646012,IDFC,HYDCASH,132200.00
04-05-2024,99043,3508034,IDFC,BANGLCASH,166500.00
04-05-2024,99035,Y9487292,IDFC,KOLCASH,347400.00
04-05-2024,99124,9912400752,IDFC,DELHICASH,226800.00
04-05-2024,99110,9911000690,IDFC,DELHICASH,11000.00
04-05-2024,99115,9911500694,IDFC,DELHICASH,51800.00
04-05-2024,99125,9912500703,IDFC,DELHICASH,500.00
04-05-2024,99024,3025292,IDFC,CHANDICORR,393500.00
04-05-2024,99032,9903200747,IDFC,DELHICASH,211500.00
04-05-2024,99023,9902300759,IDFC,DELHICASH,177500.00
04-05-2024,99009,9900900750,IDFC,DELHICASH,574000.00
04-05-2024,99008,3312503,IDFC,MUMBAICASH,83000.00
04-05-2024,5724,3025022,IDFC,CHANDIGARH,75500.00
04-05-2024,99159,6030505395,"ICICI Cash",DELHI,58000.00
04-05-2024,MADGAR,6029722060,"ICICI Cash","GURDASPUR - 143521",9010.00
04-05-2024,MADGAR,6030126869,"ICICI Cash",JAIPUR,7300.00
04-05-2024,MADGAR,6027932457,"ICICI Cash",KURNOOL,4600.00
04-05-2024,99201,9920100360,"AXIS Cash",AHMEDABAD,147000.00
04-05-2024,99164,9916400622,"AXIS Cash","CASH CORR LOCATION",75150.00
04-05-2024,99205,9920500198,"AXIS Cash",CHANDIGARH,60500.00
04-05-2024,99204,9920400357,"AXIS Cash","NEW DELHI",47800.00
04-05-2024,35834,6025507436,"ICICI Cash","ANGAMALY 683572",3600.00
04-05-2024,99123,6030266923,"ICICI Cash",DELHI,20750.00
04-05-2024,99133,6030033553,"ICICI Cash",LUCKNOW,41700.00
04-05-2024,99158,9915800750,"ICICI Cash",DELHI,69600.00
04-05-2024,65960,6596000001,"ICICI Cash","FATEHPUR BRANCH - 212601",138900.00
04-05-2024,62766,6689900566,"ICICI Cash",CHENNAI,1800.00
04-05-2024,55736,6027602084,"ICICI Cash",BHATINDA,3350.00
04-05-2024,9000328,6985200678,"AXIS Cash",JABALPUR,21040.00
04-05-2024,88456,6162634,"AXIS Cash","CASH CORR LOCATION",9970.00
04-05-2024,91516,9151600497,"AXIS Cash",KOLKATA,72500.00
04-05-2024,99117,9911700750,"AXIS Cash","NEW DELHI",55500.00
04-05-2024,99118,9911800738,"AXIS Cash","CASH CORR LOCATION",53500.00
04-05-2024,99119,9911900744,"AXIS Cash","NEW DELHI",51500.00
04-05-2024,99122,62261854,"AXIS Cash","NEW DELHI",71000.00
04-05-2024,99120,9912000702,"AXIS Cash","NEW DELHI",28500.00
04-05-2024,99134,2500555,"AXIS Cash",MUMBAI,149000.00
04-05-2024,99143,9914300178,"AXIS Cash",PUNE,21000.00
04-05-2024,99160,80452277,"AXIS Cash",MUMBAI,52000.00
04-05-2024,87652,8765200400,"AXIS Cash",AMBALA,9000.00
04-05-2024,87636,8763600280,"AXIS Cash","NEW DELHI",1000.00
04-05-2024,85491,62291458,"AXIS Cash",BANGALORE,27400.00
04-05-2024,57899,79716795,"AXIS Cash",AHMEDABAD,17044.00
04-05-2024,57883,5788300278,"AXIS Cash","DURGAPUR (WEST BENGAL)",1508.00
04-05-2024,57887,756065,"AXIS Cash",BANGALORE,3200.00
04-05-2024,57840,79625406,"AXIS Cash",NIZAMABAD,4670.00
04-05-2024,57845,5784500175,"AXIS Cash",MUMBAI,8900.00
04-05-2024,57839,58147208,"AXIS Cash",SIKAR,14520.00
04-05-2024,57792,804052024,"AXIS Cash",AHMEDABAD,4560.00
04-05-2024,57815,5781500350,"AXIS Cash",JAIPUR,4320.00
04-05-2024,57794,5779400288,"AXIS Cash",DEHRADUN,1500.00
04-05-2024,57784,8772575,"AXIS Cash",ROORKEE,5080.00
04-05-2024,57791,5779100275,"AXIS Cash",BANGALORE,3280.00
04-05-2024,57787,5778700321,"AXIS Cash",KOLKATA,2346.00
04-05-2024,57748,5774800228,"AXIS Cash",UDAIPUR,9238.00
04-05-2024,57653,5765300294,"AXIS Cash",JAIPUR,3440.00
04-05-2024,57754,32040503,"AXIS Cash","PURNIA / PURNEA",2000.00
04-05-2024,57761,5776100327,"AXIS Cash",NAVSARI,4654.00
04-05-2024,57638,5763800294,"AXIS Cash",RAJKOT,7991.00
04-05-2024,57638,5763800292,"AXIS Cash",RAJKOT,18029.00
04-05-2024,57621,5762100283,"AXIS Cash",AHMEDABAD,11570.00
04-05-2024,57611,5761100242,"AXIS Cash",AHMEDABAD,3600.00
04-05-2024,57551,5755100363,"AXIS Cash",LUCKNOW,1900.00
04-05-2024,57543,5754300339,"AXIS Cash","NEW DELHI",4646.00
04-05-2024,57536,79571616,"AXIS Cash",HAPUR,23055.00
04-05-2024,57528,96153077,"AXIS Cash","KOTA - RAJASTHAN",8904.00
04-05-2024,57509,74849096,"AXIS Cash",INDORE,2120.00
04-05-2024,57513,96141272,"AXIS Cash","KOTA - RAJASTHAN",1750.00
04-05-2024,57508,74849037,"AXIS Cash",INDORE,2000.00
04-05-2024,57299,73742476,"AXIS Cash",KANPUR,680.00
04-05-2024,57291,79936907,"AXIS Cash",RAJKOT,19576.00
04-05-2024,57267,9182063,"AXIS Cash",HUBLI,5400.00
04-05-2024,57263,80376555,"AXIS Cash",RANCHI,2080.00
04-05-2024,57194,5719400394,"AXIS Cash",LUCKNOW,2300.00
04-05-2024,57196,5719600257,"AXIS Cash",PATNA,5500.00
04-05-2024,57199,5719900624,"AXIS Cash",MYSORE,2954.00
04-05-2024,57199,5719900623,"AXIS Cash",MYSORE,5632.00
04-05-2024,57220,73960238,"AXIS Cash",BHOPAL,6600.00
04-05-2024,57217,5721700335,"AXIS Cash","NEW DELHI",1240.00
04-05-2024,57190,5719000370,"AXIS Cash",SURAT,8380.00
04-05-2024,57193,5719300327,"AXIS Cash",TRIVANDRUM,689.00
04-05-2024,57192,5719200244,"AXIS Cash",MUMBAI,2500.00
04-05-2024,57189,5718900653,"AXIS Cash",HYDERABAD,3598.00
04-05-2024,57188,5718800470,"AXIS Cash",PUNE,2100.00
04-05-2024,57187,62551342,"AXIS Cash",BANGALORE,630.00
04-05-2024,57184,5718400638,"AXIS Cash",CALICUT,2907.00
04-05-2024,57185,5718500054,"AXIS Cash",PUNE,10750.00
04-05-2024,57174,677316,"AXIS Cash",BANGALORE,1380.00
04-05-2024,57168,5716800392,"AXIS Cash","NEW DELHI",4400.00
04-05-2024,57167,5716700684,"AXIS Cash",AHMEDABAD,1240.00
04-05-2024,57164,5716400413,"AXIS Cash","CASH CORR LOCATION",8295.00
04-05-2024,57163,5716300401,"AXIS Cash","CASH CORR LOCATION",2650.00
04-05-2024,57162,752108,"AXIS Cash","CASH CORR LOCATION",1300.00
04-05-2024,57160,5716000322,"AXIS Cash",COIMBATORE,2516.00
04-05-2024,57157,42232338,"AXIS Cash","CASH CORR LOCATION",12810.00
04-05-2024,57155,57510491,"AXIS Cash",MUMBAI,520.00
04-05-2024,57156,62126690,"AXIS Cash",CHENNAI,9021.00
04-05-2024,57154,5715400478,"AXIS Cash",PUNE,3500.00
04-05-2024,57153,7452904,"AXIS Cash","CASH CORR LOCATION",36180.00
04-05-2024,57152,73874020,"AXIS Cash","CASH CORR LOCATION",119.00
04-05-2024,57147,60451064,"AXIS Cash",BHUBANESHWAR,8500.00
04-05-2024,57146,41426317,"AXIS Cash",MANGALORE,7777.00
04-05-2024,57137,5713700463,"AXIS Cash",HYDERABAD,4514.00
04-05-2024,57135,9922,"AXIS Cash",HYDERABAD,6032.00
04-05-2024,57143,61531022,"AXIS Cash",TIRUPATHI,2077.00
04-05-2024,57139,5713900547,"AXIS Cash","CASH CORR LOCATION",13027.00
04-05-2024,57133,5713300664,"AXIS Cash",NASHIK,8824.00
